timestamp,level,message,uuid,temperature,humidity,version,actuator
2025-08-11T07:55:13.961Z,info,"Connecting to MQTT broker",,,,,
2025-08-11T07:55:14.284Z,success,"MQTT connected successfully",,,,,
2025-08-11T07:55:14.351Z,success,"Subscribed to topics: IDGS10-Pruebas-Sensores",,,,,
2025-08-11T07:57:16.386Z,info,"📨 Message received",,,,,
2025-08-11T07:57:16.387Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,39.6,88.9,,
2025-08-11T07:57:17.375Z,info,"📨 Message received",,,,,
2025-08-11T07:57:17.376Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,34.7,39.3,,
2025-08-11T07:57:18.376Z,info,"📨 Message received",,,,,
2025-08-11T07:57:18.376Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,22.6,57.2,,
2025-08-11T07:57:19.378Z,info,"📨 Message received",,,,,
2025-08-11T07:57:19.378Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:20.380Z,info,"📨 Message received",,,,,
2025-08-11T07:57:20.380Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,20.6,60.3,,
2025-08-11T07:57:21.381Z,info,"📨 Message received",,,,,
2025-08-11T07:57:21.381Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,23.8,63.3,,
2025-08-11T07:57:22.381Z,info,"📨 Message received",,,,,
2025-08-11T07:57:22.382Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,34.6,55.2,,
2025-08-11T07:57:23.382Z,info,"📨 Message received",,,,,
2025-08-11T07:57:23.383Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:24.381Z,info,"📨 Message received",,,,,
2025-08-11T07:57:24.382Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:25.382Z,info,"📨 Message received",,,,,
2025-08-11T07:57:25.383Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440003,25.4,72.2,,
2025-08-11T07:57:26.385Z,info,"📨 Message received",,,,,
2025-08-11T07:57:26.385Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:27.386Z,info,"📨 Message received",,,,,
2025-08-11T07:57:27.387Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:28.388Z,info,"📨 Message received",,,,,
2025-08-11T07:57:28.389Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,35.5,58.6,,
2025-08-11T07:57:29.387Z,info,"📨 Message received",,,,,
2025-08-11T07:57:29.388Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,25.3,44.3,,
2025-08-11T07:57:30.389Z,info,"📨 Message received",,,,,
2025-08-11T07:57:30.389Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:31.390Z,info,"📨 Message received",,,,,
2025-08-11T07:57:31.391Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,26.8,32.7,,
2025-08-11T07:57:32.391Z,info,"📨 Message received",,,,,
2025-08-11T07:57:32.391Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,34,35,,
2025-08-11T07:57:33.392Z,info,"📨 Message received",,,,,
2025-08-11T07:57:33.392Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:34.391Z,info,"📨 Message received",,,,,
2025-08-11T07:57:34.392Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,26.6,47.5,,
2025-08-11T07:57:35.393Z,info,"📨 Message received",,,,,
2025-08-11T07:57:35.394Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,29.4,31.9,,
2025-08-11T07:57:36.396Z,info,"📨 Message received",,,,,
2025-08-11T07:57:36.396Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:37.396Z,info,"📨 Message received",,,,,
2025-08-11T07:57:37.396Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:38.395Z,info,"📨 Message received",,,,,
2025-08-11T07:57:38.395Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,36.7,75.6,,
2025-08-11T07:57:39.397Z,info,"📨 Message received",,,,,
2025-08-11T07:57:39.398Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:40.399Z,info,"📨 Message received",,,,,
2025-08-11T07:57:40.399Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:41.400Z,info,"📨 Message received",,,,,
2025-08-11T07:57:41.400Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:42.400Z,info,"📨 Message received",,,,,
2025-08-11T07:57:42.400Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:43.403Z,info,"📨 Message received",,,,,
2025-08-11T07:57:43.404Z,warn,"Message validation failed",,,,,
2025-08-11T07:57:44.403Z,info,"📨 Message received",,,,,
2025-08-11T07:57:44.403Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,15.5,54.3,,
2025-08-11T07:57:45.403Z,info,"📨 Message received",,,,,
2025-08-11T07:57:45.404Z,warn,"Message validation failed",,,,,
2025-08-11T07:58:59.602Z,info,"Connecting to MQTT broker",,,,,
2025-08-11T07:58:59.889Z,success,"MQTT connected successfully",,,,,
2025-08-11T07:58:59.957Z,success,"Subscribed to topics: IDGS10-Pruebas-Sensores",,,,,
2025-08-11T07:59:11.788Z,info,"📨 Message received",,,,,
2025-08-11T07:59:11.789Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440003,25,47.8,,
2025-08-11T07:59:13.789Z,info,"📨 Message received",,,,,
2025-08-11T07:59:13.790Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440001,25.3,44.6,,
2025-08-11T07:59:15.792Z,info,"📨 Message received",,,,,
2025-08-11T07:59:15.793Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440004,29.3,39.9,,
2025-08-11T07:59:17.793Z,info,"📨 Message received",,,,,
2025-08-11T07:59:17.793Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,23.6,58,,
2025-08-11T07:59:19.795Z,info,"📨 Message received",,,,,
2025-08-11T07:59:19.795Z,success,"Message validated successfully",550e8400-e29b-41d4-a716-446655440002,34.3,66.1,,
